,beach_name,water_temperature,turbidity,wave_height,wave_period,battery_life,time_of_day,month,day,year
11385,Ohio Street Beach,22.2,15.29,0.128,3.0,8.7,11:00:00,08,31,2014
11386,Osterman Beach,23.6,2.95,0.20800000000000002,4.0,9.6,02:00:00,08,29,2014
11387,Ohio Street Beach,23.6,26.62,0.145,3.0,9.0,02:00:00,08,29,2014
11388,Montrose Beach,23.8,3.62,0.184,4.0,9.9,03:00:00,08,29,2014
11389,Montrose Beach,23.5,1.43,0.107,10.0,9.8,01:00:00,08,30,2014
11390,Osterman Beach,23.5,2.11,0.139,3.0,9.4,01:00:00,08,30,2014
11391,Ohio Street Beach,23.9,13.24,0.138,2.0,8.8,01:00:00,08,30,2014
11392,Osterman Beach,24.0,4.32,0.248,3.0,9.6,05:00:00,08,29,2014
11393,Osterman Beach,23.9,4.0,0.23399999999999999,3.0,9.6,06:00:00,08,29,2014
11394,Montrose Beach,23.5,2.87,0.184,3.0,9.9,07:00:00,08,29,2014
11395,Osterman Beach,23.7,4.39,0.23800000000000002,3.0,9.6,07:00:00,08,29,2014
11396,Montrose Beach,22.9,2.07,0.129,4.0,9.8,08:00:00,08,30,2014
11397,Osterman Beach,23.2,2.92,0.19699999999999998,2.0,9.5,08:00:00,08,30,2014
11398,Montrose Beach,23.0,2.06,0.09699999999999999,3.0,9.8,09:00:00,08,30,2014
11399,Osterman Beach,23.3,2.63,0.18600000000000003,3.0,9.5,09:00:00,08,30,2014
11400,Ohio Street Beach,23.3,16.31,0.13699999999999998,3.0,9.0,08:00:00,08,29,2014
11401,Montrose Beach,23.4,2.54,0.16399999999999998,3.0,9.9,10:00:00,08,29,2014
11402,Osterman Beach,23.7,4.37,0.23399999999999999,3.0,9.6,10:00:00,08,29,2014
11403,Montrose Beach,23.3,2.39,0.166,3.0,9.9,11:00:00,08,29,2014
11404,Osterman Beach,23.6,4.7,0.23,3.0,9.5,11:00:00,08,29,2014
11405,Ohio Street Beach,23.3,18.78,0.156,3.0,9.0,10:00:00,08,29,2014
11406,Montrose Beach,23.1,1.52,0.107,3.0,9.8,02:00:00,08,30,2014
11407,Osterman Beach,23.3,1.64,0.13,3.0,9.4,02:00:00,08,30,2014
11408,Ohio Street Beach,23.9,14.49,0.168,4.0,8.8,02:00:00,08,30,2014
11409,Montrose Beach,21.6,0.61,0.12300000000000001,7.0,9.8,06:00:00,08,30,2014
11410,Osterman Beach,22.0,1.1,0.107,4.0,9.4,06:00:00,08,30,2014
11411,Ohio Street Beach,24.4,12.75,0.14800000000000002,4.0,8.8,06:00:00,08,30,2014
11412,Osterman Beach,23.5,4.09,0.225,3.0,9.5,12:00:00,08,30,2014
11413,Montrose Beach,23.2,2.07,0.16899999999999998,4.0,9.9,01:00:00,08,30,2014
11414,Osterman Beach,23.4,3.81,0.231,3.0,9.5,01:00:00,08,30,2014
11415,Ohio Street Beach,23.2,18.9,0.139,3.0,8.9,01:00:00,08,30,2014
11416,Montrose Beach,22.7,2.3,0.111,3.0,9.8,07:00:00,08,30,2014
11417,Osterman Beach,23.1,2.94,0.203,3.0,9.5,07:00:00,08,30,2014
11418,Montrose Beach,21.0,0.33,0.08900000000000001,6.0,9.7,07:00:00,08,31,2014
11419,Ohio Street Beach,23.4,12.83,0.078,7.0,8.7,07:00:00,08,31,2014
11420,Montrose Beach,21.8,0.39,0.214,3.0,9.7,02:00:00,08,31,2014
11421,Ohio Street Beach,24.3,14.59,0.191,4.0,8.7,02:00:00,08,31,2014
11422,Montrose Beach,20.6,1.08,0.115,5.0,9.6,09:00:00,08,31,2014
11423,Ohio Street Beach,23.0,17.56,0.136,3.0,8.7,09:00:00,08,31,2014
11424,Montrose Beach,23.1,2.17,0.156,4.0,9.9,02:00:00,08,30,2014
11425,Osterman Beach,23.3,3.5,0.245,4.0,9.5,02:00:00,08,30,2014
11426,Montrose Beach,23.1,1.91,0.155,4.0,9.9,03:00:00,08,30,2014
11427,Osterman Beach,23.3,3.41,0.226,4.0,9.5,03:00:00,08,30,2014
11428,Ohio Street Beach,23.2,12.33,0.142,4.0,8.9,02:00:00,08,30,2014
11429,Montrose Beach,23.1,1.84,0.133,4.0,9.9,04:00:00,08,30,2014
11430,Osterman Beach,23.2,2.85,0.228,4.0,9.5,04:00:00,08,30,2014
11431,Ohio Street Beach,23.1,11.31,0.14300000000000002,3.0,8.9,04:00:00,08,30,2014
11432,Montrose Beach,23.0,1.82,0.128,4.0,9.9,05:00:00,08,30,2014
11433,Osterman Beach,23.2,2.53,0.21,3.0,9.5,05:00:00,08,30,2014
11434,Ohio Street Beach,23.1,15.51,0.13699999999999998,3.0,8.9,05:00:00,08,30,2014
11435,Montrose Beach,23.0,1.81,0.128,3.0,9.9,06:00:00,08,30,2014
11436,Osterman Beach,23.2,2.89,0.209,3.0,9.5,06:00:00,08,30,2014
11437,Ohio Street Beach,23.1,13.09,0.11599999999999999,3.0,8.9,06:00:00,08,30,2014
11438,Montrose Beach,23.1,1.66,0.11800000000000001,4.0,9.8,10:00:00,08,30,2014
11439,Osterman Beach,23.4,2.66,0.171,3.0,9.5,10:00:00,08,30,2014
11440,Ohio Street Beach,23.4,11.15,0.114,2.0,8.9,10:00:00,08,30,2014
11441,Montrose Beach,23.2,1.73,0.131,4.0,9.8,11:00:00,08,30,2014
11442,Osterman Beach,23.5,2.22,0.191,2.0,9.5,11:00:00,08,30,2014
11443,Montrose Beach,23.4,1.6,0.11199999999999999,3.0,9.8,12:00:00,08,30,2014
11444,Osterman Beach,23.7,2.43,0.155,3.0,9.4,12:00:00,08,30,2014
11445,Ohio Street Beach,23.5,11.92,0.125,2.0,8.9,11:00:00,08,30,2014
11446,Montrose Beach,22.7,1.47,0.10300000000000001,5.0,9.8,03:00:00,08,30,2014
11447,Osterman Beach,23.4,1.91,0.135,3.0,9.4,03:00:00,08,30,2014
11448,Ohio Street Beach,24.4,14.69,0.161,3.0,8.8,03:00:00,08,30,2014
11449,Montrose Beach,22.0,1.14,0.127,4.0,9.8,04:00:00,08,30,2014
11450,Osterman Beach,22.9,1.2,0.11199999999999999,3.0,9.4,04:00:00,08,30,2014
11451,Ohio Street Beach,24.5,13.9,0.161,4.0,8.8,04:00:00,08,30,2014
11452,Montrose Beach,21.4,0.57,0.107,7.0,9.7,12:00:00,08,31,2014
11453,Ohio Street Beach,23.7,15.87,0.099,4.0,8.8,12:00:00,08,31,2014
11454,Montrose Beach,21.9,0.71,0.10800000000000001,8.0,9.8,05:00:00,08,30,2014
11455,Osterman Beach,22.5,1.18,0.111,8.0,9.4,05:00:00,08,30,2014
11456,Ohio Street Beach,24.5,12.61,0.16,3.0,8.8,05:00:00,08,30,2014
11457,Montrose Beach,21.5,0.65,0.146,2.0,9.8,07:00:00,08,30,2014
11458,Osterman Beach,22.1,1.01,0.121,6.0,9.4,07:00:00,08,30,2014
11459,Ohio Street Beach,24.3,15.6,0.152,3.0,8.8,07:00:00,08,30,2014
11460,Montrose Beach,21.4,0.68,0.107,9.0,9.8,08:00:00,08,30,2014
11461,Osterman Beach,21.3,1.04,0.099,3.0,9.4,08:00:00,08,30,2014
11462,Ohio Street Beach,24.2,14.82,0.11699999999999999,3.0,8.8,08:00:00,08,30,2014
11463,Montrose Beach,21.2,0.4,0.109,3.0,9.8,10:00:00,08,30,2014
11464,Ohio Street Beach,23.9,10.8,0.153,3.0,8.8,10:00:00,08,30,2014
11465,Montrose Beach,21.1,0.33,0.09699999999999999,8.0,9.7,06:00:00,08,31,2014
11466,Ohio Street Beach,23.4,18.68,0.077,8.0,8.7,06:00:00,08,31,2014
11467,Montrose Beach,21.1,0.34,0.087,5.0,9.7,08:00:00,08,31,2014
11468,Ohio Street Beach,23.4,10.97,0.115,6.0,8.7,08:00:00,08,31,2014
11469,Montrose Beach,21.3,0.53,0.10099999999999999,3.0,9.8,09:00:00,08,30,2014
11470,Osterman Beach,21.2,0.68,0.10400000000000001,4.0,9.4,09:00:00,08,30,2014
11471,Ohio Street Beach,24.0,12.03,0.125,2.0,8.8,09:00:00,08,30,2014
11472,Montrose Beach,21.2,0.38,0.107,3.0,9.7,11:00:00,08,30,2014
11473,Ohio Street Beach,23.8,14.43,0.138,3.0,8.8,11:00:00,08,30,2014
11474,Montrose Beach,21.2,0.41,0.105,6.0,9.7,01:00:00,08,31,2014
11475,Ohio Street Beach,23.6,17.32,0.092,6.0,8.8,01:00:00,08,31,2014
11476,Montrose Beach,21.2,0.3,0.10300000000000001,4.0,9.7,02:00:00,08,31,2014
11477,Ohio Street Beach,23.5,17.46,0.08800000000000001,3.0,8.8,02:00:00,08,31,2014
11478,Montrose Beach,21.1,0.35,0.1,4.0,9.7,03:00:00,08,31,2014
11479,Ohio Street Beach,23.5,17.53,0.113,6.0,8.8,03:00:00,08,31,2014
11480,Montrose Beach,21.3,0.29,0.10099999999999999,5.0,9.7,09:00:00,08,31,2014
11481,Ohio Street Beach,23.6,11.01,0.10400000000000001,3.0,8.7,09:00:00,08,31,2014
11482,Montrose Beach,21.7,0.39,0.205,3.0,9.7,01:00:00,08,31,2014
11483,Ohio Street Beach,24.2,12.28,0.22399999999999998,2.0,8.7,01:00:00,08,31,2014
11484,Montrose Beach,21.2,0.41,0.09699999999999999,6.0,9.7,04:00:00,08,31,2014
11485,Ohio Street Beach,23.5,18.17,0.08199999999999999,10.0,8.8,04:00:00,08,31,2014
11486,Montrose Beach,21.1,0.33,0.095,9.0,9.7,05:00:00,08,31,2014
11487,Ohio Street Beach,23.4,17.62,0.078,3.0,8.8,05:00:00,08,31,2014
11488,Montrose Beach,21.5,0.23,0.14,4.0,9.7,10:00:00,08,31,2014
11489,Ohio Street Beach,23.9,11.21,0.141,3.0,8.7,10:00:00,08,31,2014
11490,Montrose Beach,21.7,0.36,0.111,4.0,9.7,11:00:00,08,31,2014
11491,Ohio Street Beach,24.1,10.4,0.159,3.0,8.7,11:00:00,08,31,2014
11492,Montrose Beach,21.8,0.54,0.142,3.0,9.7,12:00:00,08,31,2014
11493,Ohio Street Beach,24.2,10.68,0.174,2.0,8.7,12:00:00,08,31,2014
11494,Montrose Beach,20.7,0.92,0.16,3.0,9.6,07:00:00,08,31,2014
11495,Ohio Street Beach,23.9,16.36,0.17,3.0,8.7,07:00:00,08,31,2014
11496,Montrose Beach,20.2,0.86,0.109,5.0,9.6,10:00:00,08,31,2014
11497,Ohio Street Beach,22.5,19.97,0.107,3.0,8.7,10:00:00,08,31,2014
11498,Montrose Beach,22.6,0.99,0.14400000000000002,2.0,9.6,03:00:00,08,31,2014
11499,Ohio Street Beach,24.4,16.08,0.159,3.0,8.7,03:00:00,08,31,2014
11500,Montrose Beach,22.4,1.1,0.16899999999999998,3.0,9.6,04:00:00,08,31,2014
11501,Ohio Street Beach,24.5,17.8,0.163,5.0,8.7,04:00:00,08,31,2014
11502,Montrose Beach,21.8,1.31,0.203,5.0,9.6,05:00:00,08,31,2014
11503,Ohio Street Beach,24.3,15.93,0.149,3.0,8.7,05:00:00,08,31,2014
11504,Montrose Beach,20.9,1.44,0.188,4.0,9.6,06:00:00,08,31,2014
11505,Ohio Street Beach,24.2,16.84,0.161,3.0,8.7,06:00:00,08,31,2014
11506,Montrose Beach,20.6,1.21,0.152,2.0,9.6,08:00:00,08,31,2014
11507,Ohio Street Beach,23.5,17.05,0.162,3.0,8.7,08:00:00,08,31,2014
11508,Montrose Beach,18.8,0.63,0.10300000000000001,8.0,9.6,12:00:00,09,01,2014
11509,Ohio Street Beach,21.8,16.1,0.091,5.0,8.6,12:00:00,09,01,2014
11510,Montrose Beach,18.7,0.51,0.1,5.0,9.6,01:00:00,09,01,2014
11511,Ohio Street Beach,21.7,16.61,0.10300000000000001,3.0,8.6,01:00:00,09,01,2014
11512,Montrose Beach,18.6,0.57,0.1,5.0,9.6,02:00:00,09,01,2014
11513,Ohio Street Beach,21.7,16.43,0.092,5.0,8.6,02:00:00,09,01,2014
11514,Montrose Beach,18.5,0.41,0.10400000000000001,5.0,9.6,03:00:00,09,01,2014
11515,Ohio Street Beach,21.7,31.09,0.124,3.0,8.6,03:00:00,09,01,2014
11516,Montrose Beach,18.6,0.45,0.10400000000000001,4.0,9.6,04:00:00,09,01,2014
11517,Ohio Street Beach,21.7,11.36,0.10400000000000001,4.0,8.6,04:00:00,09,01,2014
11518,Montrose Beach,18.7,0.41,0.102,4.0,9.6,05:00:00,09,01,2014
11519,Ohio Street Beach,21.6,11.79,0.09300000000000001,4.0,8.6,05:00:00,09,01,2014
11520,Montrose Beach,18.5,0.33,0.109,8.0,9.6,06:00:00,09,01,2014
11521,Ohio Street Beach,21.5,13.18,0.109,3.0,8.6,06:00:00,09,01,2014
11522,Montrose Beach,18.3,0.35,0.10300000000000001,7.0,9.6,07:00:00,09,01,2014
11523,Ohio Street Beach,21.5,12.61,0.11199999999999999,7.0,8.6,07:00:00,09,01,2014
11524,Montrose Beach,18.3,0.26,0.11800000000000001,3.0,9.5,08:00:00,09,01,2014
11525,Ohio Street Beach,21.5,13.54,0.11199999999999999,3.0,8.6,08:00:00,09,01,2014
11526,Montrose Beach,18.1,0.25,0.115,3.0,9.5,09:00:00,09,01,2014
11527,Ohio Street Beach,21.4,14.3,0.138,3.0,8.5,09:00:00,09,01,2014
11528,Montrose Beach,18.2,0.22,0.122,4.0,9.5,10:00:00,09,01,2014
11529,Ohio Street Beach,21.3,14.85,0.131,3.0,8.5,10:00:00,09,01,2014
11530,Montrose Beach,18.4,0.26,0.127,4.0,9.5,11:00:00,09,01,2014
11531,Ohio Street Beach,21.4,16.06,0.133,3.0,8.5,11:00:00,09,01,2014
11532,Montrose Beach,18.8,0.37,0.115,4.0,9.5,12:00:00,09,01,2014
11533,Ohio Street Beach,21.6,16.52,0.126,3.0,8.5,12:00:00,09,01,2014
11534,Montrose Beach,18.7,0.4,0.107,3.0,9.5,01:00:00,09,01,2014
11535,Ohio Street Beach,22.0,16.5,0.136,5.0,8.5,01:00:00,09,01,2014
11536,Montrose Beach,18.9,0.48,0.11900000000000001,3.0,9.5,02:00:00,09,01,2014
11537,Ohio Street Beach,22.1,17.79,0.121,4.0,8.5,02:00:00,09,01,2014
11538,Montrose Beach,19.1,0.72,0.10400000000000001,4.0,9.5,03:00:00,09,01,2014
11539,Ohio Street Beach,22.2,16.3,0.135,3.0,8.5,03:00:00,09,01,2014
11540,Montrose Beach,18.9,0.75,0.11,9.0,9.5,04:00:00,09,01,2014
11541,Ohio Street Beach,22.3,16.32,0.13,2.0,8.5,04:00:00,09,01,2014
11542,Montrose Beach,19.1,0.83,0.10099999999999999,8.0,9.5,05:00:00,09,01,2014
11543,Ohio Street Beach,22.1,15.84,0.125,3.0,8.5,05:00:00,09,01,2014
11544,Montrose Beach,18.4,0.37,0.11900000000000001,7.0,9.5,06:00:00,09,01,2014
11545,Ohio Street Beach,21.9,15.89,0.124,3.0,8.5,06:00:00,09,01,2014
11546,Montrose Beach,18.7,0.85,0.11800000000000001,3.0,9.5,07:00:00,09,01,2014
11547,Ohio Street Beach,21.9,20.7,0.126,3.0,8.5,07:00:00,09,01,2014
11548,Montrose Beach,18.0,0.48,0.095,3.0,9.5,08:00:00,09,01,2014
11549,Ohio Street Beach,22.0,23.54,0.10300000000000001,3.0,8.4,08:00:00,09,01,2014
11550,Montrose Beach,17.8,0.68,0.095,4.0,9.5,09:00:00,09,01,2014
11551,Ohio Street Beach,21.9,13.79,0.09699999999999999,3.0,8.4,09:00:00,09,01,2014
11552,Montrose Beach,17.6,0.52,0.09699999999999999,9.0,9.5,10:00:00,09,01,2014
11553,Ohio Street Beach,21.8,15.9,0.08900000000000001,3.0,8.4,10:00:00,09,01,2014
11554,Montrose Beach,17.5,0.36,0.094,10.0,9.5,11:00:00,09,01,2014
11555,Ohio Street Beach,21.8,17.53,0.08,9.0,8.4,11:00:00,09,01,2014
11556,Montrose Beach,17.2,0.19,0.10800000000000001,6.0,9.4,07:00:00,09,02,2014
11557,Montrose Beach,17.4,0.32,0.095,8.0,9.5,12:00:00,09,02,2014
11558,Ohio Street Beach,21.8,17.52,0.075,8.0,8.4,12:00:00,09,02,2014
11559,Montrose Beach,17.3,0.29,0.10099999999999999,6.0,9.5,01:00:00,09,02,2014
11560,Ohio Street Beach,21.7,15.83,0.081,7.0,8.4,01:00:00,09,02,2014
11561,Montrose Beach,17.1,0.26,0.109,6.0,9.4,02:00:00,09,02,2014
11562,Ohio Street Beach,21.7,16.08,0.076,6.0,8.4,02:00:00,09,02,2014
11563,Montrose Beach,17.1,0.26,0.095,5.0,9.4,03:00:00,09,02,2014
11564,Montrose Beach,17.1,0.62,0.098,10.0,9.4,04:00:00,09,02,2014
11565,Montrose Beach,17.2,0.25,0.099,9.0,9.4,05:00:00,09,02,2014
11566,Montrose Beach,17.2,0.21,0.105,7.0,9.4,06:00:00,09,02,2014
11567,Montrose Beach,17.5,0.18,0.098,5.0,9.4,08:00:00,09,02,2014
11568,Calumet Beach,15.2,3.54,0.087,4.0,11.0,03:00:00,06,04,2015
11569,63rd Street Beach,13.0,3.22,0.11900000000000001,2.0,10.8,03:00:00,06,04,2015
11570,Montrose Beach,12.1,7.22,0.11699999999999999,7.0,10.9,03:00:00,06,04,2015
11571,Osterman Beach,12.2,5.74,0.094,8.0,10.7,03:00:00,06,04,2015
11572,Montrose Beach,13.5,0.0,0.114,3.0,12.4,03:00:00,05,26,2016
11573,Ohio Street Beach,15.0,1.29,0.109,4.0,12.2,03:00:00,05,26,2016
11574,Calumet Beach,15.0,3.34,0.10400000000000001,3.0,11.0,04:00:00,06,04,2015
11575,63rd Street Beach,13.1,3.22,0.11900000000000001,4.0,10.8,04:00:00,06,04,2015
11576,Montrose Beach,12.7,7.17,0.086,10.0,10.9,04:00:00,06,04,2015
11577,Osterman Beach,12.0,6.03,0.092,6.0,10.7,04:00:00,06,04,2015
11578,Montrose Beach,14.0,0.0,0.11199999999999999,3.0,12.7,04:00:00,05,26,2016
11579,Calumet Beach,14.8,3.26,0.09,3.0,11.0,05:00:00,06,04,2015
11580,63rd Street Beach,13.2,3.39,0.091,4.0,10.8,05:00:00,06,04,2015
11581,Montrose Beach,12.2,7.04,0.11199999999999999,8.0,10.9,05:00:00,06,04,2015
11582,Osterman Beach,11.6,6.87,0.111,8.0,10.7,05:00:00,06,04,2015
11583,Calumet Beach,14.6,3.35,0.111,2.0,11.0,06:00:00,06,04,2015
11584,63rd Street Beach,13.7,3.29,0.109,8.0,10.8,06:00:00,06,04,2015
11585,Montrose Beach,12.7,6.9,0.141,7.0,10.9,06:00:00,06,04,2015
11586,Osterman Beach,11.5,6.66,0.146,3.0,10.7,06:00:00,06,04,2015
11587,Calumet Beach,15.0,2.92,0.08800000000000001,4.0,11.0,07:00:00,06,04,2015
11588,63rd Street Beach,13.6,2.84,0.11599999999999999,2.0,10.8,07:00:00,06,04,2015
11589,Montrose Beach,12.3,7.09,0.109,6.0,10.9,07:00:00,06,04,2015
11590,Osterman Beach,11.4,6.43,0.125,6.0,10.7,07:00:00,06,04,2015
11591,Calumet Beach,14.9,3.45,0.098,2.0,11.0,08:00:00,06,04,2015
11592,63rd Street Beach,13.5,2.95,0.09,6.0,10.8,08:00:00,06,04,2015
11593,Montrose Beach,11.8,6.68,0.102,5.0,10.9,08:00:00,06,04,2015
11594,Osterman Beach,11.6,6.83,0.11800000000000001,4.0,10.7,08:00:00,06,04,2015
11595,Calumet Beach,15.5,2.84,0.091,5.0,11.0,09:00:00,06,04,2015
11596,63rd Street Beach,13.1,2.98,0.10099999999999999,6.0,10.8,09:00:00,06,04,2015
11597,Montrose Beach,11.6,6.63,0.095,7.0,10.9,09:00:00,06,04,2015
11598,Osterman Beach,11.6,6.96,0.11800000000000001,2.0,10.7,09:00:00,06,04,2015
11599,Calumet Beach,15.6,2.77,0.069,5.0,11.0,10:00:00,06,04,2015
11600,Montrose Beach,11.6,6.21,0.08900000000000001,4.0,10.9,10:00:00,06,04,2015
11601,Osterman Beach,11.5,6.45,0.095,4.0,10.7,10:00:00,06,04,2015
11602,Calumet Beach,15.5,2.88,0.071,9.0,11.0,11:00:00,06,04,2015
11603,Montrose Beach,11.7,6.32,0.08199999999999999,10.0,10.9,11:00:00,06,04,2015
11604,Osterman Beach,11.6,6.92,0.1,8.0,10.7,11:00:00,06,04,2015
11605,63rd Street Beach,13.0,2.86,0.091,3.0,10.8,10:00:00,06,04,2015
11606,Calumet Beach,15.3,2.88,0.07,3.0,11.0,12:00:00,06,05,2015
11607,63rd Street Beach,13.3,3.52,0.09300000000000001,3.0,10.8,12:00:00,06,05,2015
11608,Montrose Beach,11.5,5.99,0.084,7.0,10.9,12:00:00,06,05,2015
11609,Calumet Beach,15.0,3.1,0.182,4.0,10.9,09:00:00,06,05,2015
11610,Montrose Beach,11.7,13.24,0.34299999999999997,3.0,10.9,09:00:00,06,05,2015
11611,Calumet Beach,15.3,3.71,0.262,4.0,10.9,05:00:00,06,05,2015
11612,Montrose Beach,12.0,15.27,0.469,4.0,10.9,05:00:00,06,05,2015
11613,Osterman Beach,11.5,6.61,0.095,7.0,10.7,12:00:00,06,05,2015
11614,Calumet Beach,15.2,2.95,0.081,3.0,11.0,01:00:00,06,05,2015
11615,63rd Street Beach,12.7,3.19,0.07400000000000001,7.0,10.8,01:00:00,06,05,2015
11616,Montrose Beach,11.3,6.25,0.125,6.0,10.9,01:00:00,06,05,2015
11617,Osterman Beach,11.6,6.47,0.157,2.0,10.7,01:00:00,06,05,2015
11618,Calumet Beach,15.0,2.92,0.069,7.0,11.0,02:00:00,06,05,2015
11619,63rd Street Beach,12.5,3.35,0.11900000000000001,6.0,10.8,02:00:00,06,05,2015
11620,Montrose Beach,11.3,6.29,0.16,5.0,10.9,02:00:00,06,05,2015
11621,Osterman Beach,11.4,6.56,0.156,4.0,10.7,02:00:00,06,05,2015
11622,Calumet Beach,15.0,3.08,0.076,3.0,11.0,03:00:00,06,05,2015
11623,63rd Street Beach,12.5,3.52,0.156,2.0,10.8,03:00:00,06,05,2015
11624,Montrose Beach,11.4,6.56,0.19699999999999998,2.0,10.9,03:00:00,06,05,2015
11625,Osterman Beach,11.4,6.98,0.182,2.0,10.7,03:00:00,06,05,2015
11626,Calumet Beach,15.0,3.05,0.069,6.0,11.0,04:00:00,06,05,2015
11627,63rd Street Beach,12.4,3.23,0.16699999999999998,2.0,10.7,04:00:00,06,05,2015
11628,Montrose Beach,11.4,6.54,0.187,2.0,10.9,04:00:00,06,05,2015
11629,Osterman Beach,11.5,6.2,0.18100000000000002,2.0,10.7,04:00:00,06,05,2015
11630,Calumet Beach,15.0,3.16,0.109,3.0,11.0,05:00:00,06,05,2015
11631,Montrose Beach,11.5,6.72,0.261,2.0,10.9,05:00:00,06,05,2015
11632,Osterman Beach,11.5,6.11,0.24600000000000002,3.0,10.7,05:00:00,06,05,2015
11633,Calumet Beach,14.9,3.2,0.121,3.0,10.9,06:00:00,06,05,2015
11634,Montrose Beach,11.7,8.9,0.303,3.0,10.9,06:00:00,06,05,2015
11635,Osterman Beach,11.4,6.38,0.254,3.0,10.7,06:00:00,06,05,2015
11636,Calumet Beach,15.6,3.16,0.19,3.0,10.9,05:00:00,06,06,2015
11637,63rd Street Beach,14.1,8.12,0.292,5.0,10.7,05:00:00,06,06,2015
11638,Montrose Beach,13.0,12.35,0.306,4.0,10.8,05:00:00,06,06,2015
11639,Osterman Beach,13.4,15.27,0.273,3.0,10.6,05:00:00,06,06,2015
11640,Calumet Beach,14.7,2.77,0.107,4.0,10.8,10:00:00,06,07,2015
11641,63rd Street Beach,13.5,5.17,0.10800000000000001,4.0,10.7,10:00:00,06,07,2015
11642,Montrose Beach,12.5,4.39,0.128,4.0,10.8,10:00:00,06,07,2015
11643,Osterman Beach,12.6,8.09,0.182,4.0,10.6,10:00:00,06,07,2015
11644,Calumet Beach,15.7,2.27,0.127,2.0,10.8,09:00:00,06,07,2015
11645,63rd Street Beach,14.0,3.21,0.122,3.0,10.7,09:00:00,06,07,2015
11646,Montrose Beach,14.0,5.12,0.13699999999999998,3.0,10.8,09:00:00,06,07,2015
11647,Osterman Beach,13.4,5.19,0.218,4.0,10.6,09:00:00,06,07,2015
11648,Ohio Street Beach,14.4,1.32,0.157,3.0,12.4,04:00:00,05,26,2016
11649,Montrose Beach,16.0,0.0,0.126,6.0,11.3,09:00:00,07,18,2016
11650,Calumet Beach,15.0,3.67,0.15,3.0,11.0,07:00:00,06,05,2015
11651,Montrose Beach,11.5,9.36,0.33,3.0,10.7,07:00:00,06,05,2015
11652,Osterman Beach,11.6,7.17,0.297,3.0,10.7,07:00:00,06,05,2015
11653,Ohio Street Beach,21.4,1.59,0.08,6.0,11.1,09:00:00,07,18,2016
11654,Calumet Beach,27.1,1.03,0.212,2.0,10.2,11:00:00,08,03,2016
11655,Montrose Beach,23.2,0.0,0.121,2.0,12.8,11:00:00,08,03,2016
11656,Ohio Street Beach,24.7,1.72,0.10300000000000001,2.0,11.5,11:00:00,08,03,2016
11657,Calumet Beach,24.4,1.58,0.13,3.0,12.8,10:00:00,08,11,2016
11658,Montrose Beach,21.4,0.0,0.107,3.0,11.7,10:00:00,08,11,2016
11659,63rd Street Beach,12.3,3.04,0.213,3.0,10.7,05:00:00,06,05,2015
11660,Ohio Street Beach,25.3,1.81,0.091,3.0,10.9,10:00:00,08,11,2016
11661,Calumet Beach,24.4,1.73,0.12,3.0,12.8,11:00:00,08,11,2016
11662,Montrose Beach,21.6,0.0,0.11,9.0,11.7,11:00:00,08,11,2016
11663,Ohio Street Beach,25.3,1.62,0.102,3.0,10.9,11:00:00,08,11,2016
11664,Calumet Beach,23.9,1.49,0.109,3.0,12.8,12:00:00,08,12,2016
11665,Montrose Beach,21.2,0.0,0.10099999999999999,9.0,11.7,12:00:00,08,12,2016
11666,Ohio Street Beach,25.3,1.61,0.078,4.0,10.9,12:00:00,08,12,2016
11667,Calumet Beach,23.6,1.32,0.12,3.0,12.8,01:00:00,08,12,2016
11668,Montrose Beach,21.0,0.0,0.107,7.0,11.7,01:00:00,08,12,2016
11669,Ohio Street Beach,25.2,1.64,0.078,7.0,10.9,01:00:00,08,12,2016
11670,Calumet Beach,23.4,1.08,0.11900000000000001,8.0,12.7,02:00:00,08,12,2016
11671,Montrose Beach,20.9,0.0,0.094,6.0,11.7,02:00:00,08,12,2016
11672,Ohio Street Beach,25.2,1.69,0.077,6.0,10.9,02:00:00,08,12,2016
11673,Montrose Beach,20.6,0.0,0.094,10.0,11.7,03:00:00,08,12,2016
11674,Ohio Street Beach,25.1,1.81,0.076,6.0,10.9,03:00:00,08,12,2016
11675,Montrose Beach,20.1,0.0,0.09300000000000001,9.0,11.6,04:00:00,08,12,2016
11676,Ohio Street Beach,25.1,1.58,0.105,3.0,10.9,04:00:00,08,12,2016
11677,Calumet Beach,23.6,1.01,0.163,3.0,12.4,12:00:00,08,13,2016
11678,Calumet Beach,24.0,0.27,0.214,4.0,12.1,09:00:00,08,14,2016
11679,Calumet Beach,15.0,3.0,0.175,3.0,10.9,08:00:00,06,05,2015
11680,Montrose Beach,11.7,12.47,0.324,3.0,10.2,08:00:00,06,05,2015
11681,Osterman Beach,11.8,8.36,0.29600000000000004,3.0,10.7,08:00:00,06,05,2015
11682,63rd Street Beach,12.5,4.14,0.298,3.0,10.7,10:00:00,06,05,2015
11683,Osterman Beach,11.7,8.4,0.304,4.0,10.7,09:00:00,06,05,2015
11684,Calumet Beach,15.0,3.1,0.196,4.0,10.9,11:00:00,06,05,2015
11685,63rd Street Beach,12.6,4.26,0.29,4.0,10.7,11:00:00,06,05,2015
11686,Montrose Beach,11.7,15.56,0.345,3.0,10.9,11:00:00,06,05,2015
11687,Osterman Beach,11.7,7.04,0.305,3.0,10.7,11:00:00,06,05,2015
