,beach_name,water_temperature,turbidity,wave_height,wave_period,battery_life,time_of_day,month,day,year
31849,Ohio Street Beach,22.6,1.91,0.187,3.0,10.2,03:00:00,07,18,2017
31850,Calumet Beach,22.5,2.42,0.17300000000000001,5.0,10.7,12:00:00,09,05,2016
31851,Montrose Beach,21.8,0.0,0.131,4.0,10.4,12:00:00,09,05,2016
31852,Ohio Street Beach,22.0,2.43,0.17800000000000002,3.0,11.2,12:00:00,09,05,2016
31853,Calumet Beach,21.1,20.27,0.43700000000000006,4.0,10.8,12:00:00,09,03,2016
31854,Montrose Beach,21.1,8.34,0.402,4.0,10.5,12:00:00,09,03,2016
31855,Ohio Street Beach,21.4,4.55,0.245,4.0,11.4,12:00:00,09,03,2016
31856,Calumet Beach,21.0,18.6,0.43200000000000005,3.0,10.8,01:00:00,09,03,2016
31857,Montrose Beach,21.0,9.03,0.38799999999999996,4.0,10.5,01:00:00,09,03,2016
31858,Ohio Street Beach,21.3,4.79,0.235,4.0,11.4,01:00:00,09,03,2016
31859,Calumet Beach,20.9,18.38,0.43700000000000006,3.0,10.8,02:00:00,09,03,2016
31860,Montrose Beach,20.9,7.9,0.37,4.0,10.5,02:00:00,09,03,2016
31861,Ohio Street Beach,21.3,5.01,0.23399999999999999,4.0,11.4,02:00:00,09,03,2016
31862,Calumet Beach,20.9,15.16,0.41600000000000004,3.0,10.8,03:00:00,09,03,2016
31863,Montrose Beach,20.8,7.75,0.349,5.0,10.5,03:00:00,09,03,2016
31864,Ohio Street Beach,21.2,5.16,0.23,4.0,11.4,03:00:00,09,03,2016
31865,Calumet Beach,22.6,5.42,0.315,3.0,10.7,05:00:00,09,03,2016
31866,Montrose Beach,23.4,5.94,0.271,2.0,10.5,05:00:00,09,03,2016
31867,Ohio Street Beach,22.9,3.26,0.195,3.0,11.4,05:00:00,09,03,2016
31868,Calumet Beach,22.0,3.21,0.26899999999999996,2.0,10.7,01:00:00,09,05,2016
31869,Montrose Beach,20.9,0.0,0.158,3.0,10.5,01:00:00,09,05,2016
31870,Ohio Street Beach,21.5,2.88,0.151,3.0,11.3,01:00:00,09,05,2016
31871,Calumet Beach,21.7,2.96,0.243,3.0,10.7,04:00:00,09,05,2016
31872,Montrose Beach,20.8,0.0,0.146,3.0,10.4,04:00:00,09,05,2016
31873,Ohio Street Beach,21.4,2.7,0.153,3.0,10.9,04:00:00,09,05,2016
31874,Ohio Street Beach,17.5,1.15,0.187,3.0,10.6,05:00:00,06,10,2017
31875,Ohio Street Beach,17.6,1.8,0.187,3.0,10.6,06:00:00,06,10,2017
31876,Ohio Street Beach,17.4,1.38,0.187,3.0,10.6,07:00:00,06,10,2017
31877,Ohio Street Beach,17.2,1.38,0.187,3.0,10.6,08:00:00,06,10,2017
31878,Ohio Street Beach,17.1,1.35,0.187,3.0,10.6,09:00:00,06,10,2017
31879,Ohio Street Beach,17.1,1.09,0.187,3.0,10.6,10:00:00,06,10,2017
31880,Ohio Street Beach,17.0,1.14,0.187,3.0,10.6,11:00:00,06,10,2017
31881,Ohio Street Beach,16.9,1.27,0.187,3.0,10.6,12:00:00,06,11,2017
31882,Ohio Street Beach,16.8,1.17,0.187,3.0,10.6,03:00:00,06,11,2017
31883,Montrose Beach,21.0,6.79,0.332,4.0,10.5,05:00:00,09,03,2016
31884,Ohio Street Beach,21.1,4.45,0.179,4.0,11.4,05:00:00,09,03,2016
31885,Calumet Beach,20.5,8.69,0.344,3.0,10.8,06:00:00,09,03,2016
31886,Montrose Beach,20.9,7.32,0.308,4.0,10.5,06:00:00,09,03,2016
31887,Ohio Street Beach,21.1,3.72,0.184,5.0,11.4,06:00:00,09,03,2016
31888,Calumet Beach,21.5,6.52,0.324,3.0,10.7,07:00:00,09,04,2016
31889,Montrose Beach,20.6,4.13,0.223,3.0,10.4,07:00:00,09,04,2016
31890,Ohio Street Beach,20.9,3.54,0.159,3.0,11.3,07:00:00,09,04,2016
31891,Ohio Street Beach,16.8,1.23,0.187,3.0,10.6,04:00:00,06,11,2017
31892,Ohio Street Beach,21.4,1.78,0.187,3.0,10.9,12:00:00,07,09,2017
31893,Ohio Street Beach,21.2,1.5,0.187,3.0,10.9,03:00:00,07,09,2017
31894,Ohio Street Beach,21.2,1.3,0.187,3.0,10.8,04:00:00,07,09,2017
31895,Ohio Street Beach,21.1,1.34,0.187,3.0,10.8,05:00:00,07,09,2017
31896,Ohio Street Beach,21.1,1.18,0.187,3.0,10.8,06:00:00,07,09,2017
31897,Ohio Street Beach,21.1,1.11,0.187,3.0,10.8,07:00:00,07,09,2017
31898,Ohio Street Beach,21.1,1.11,0.187,3.0,10.8,08:00:00,07,09,2017
31899,Ohio Street Beach,21.3,1.12,0.187,3.0,10.8,09:00:00,07,09,2017
31900,Ohio Street Beach,21.8,1.22,0.187,3.0,10.8,10:00:00,07,09,2017
31901,Ohio Street Beach,22.3,1.2,0.187,3.0,10.8,11:00:00,07,09,2017
31902,Ohio Street Beach,22.1,1.4,0.187,3.0,10.8,12:00:00,07,09,2017
31903,Ohio Street Beach,22.3,1.36,0.187,3.0,10.8,01:00:00,07,09,2017
31904,Ohio Street Beach,22.1,1.34,0.187,3.0,10.8,02:00:00,07,09,2017
31905,Ohio Street Beach,22.2,1.54,0.187,3.0,10.8,03:00:00,07,09,2017
31906,Ohio Street Beach,22.2,1.68,0.187,3.0,10.8,04:00:00,07,09,2017
31907,Ohio Street Beach,22.2,1.66,0.187,3.0,10.8,05:00:00,07,09,2017
31908,Ohio Street Beach,22.1,1.75,0.187,3.0,10.8,06:00:00,07,09,2017
31909,Ohio Street Beach,21.9,1.53,0.187,3.0,10.8,07:00:00,07,09,2017
31910,Ohio Street Beach,21.8,1.38,0.187,3.0,10.8,08:00:00,07,09,2017
31911,Ohio Street Beach,21.8,1.54,0.187,3.0,10.8,09:00:00,07,09,2017
31912,Ohio Street Beach,21.7,1.44,0.187,3.0,10.8,10:00:00,07,09,2017
31913,Calumet Beach,20.4,7.92,0.303,3.0,10.8,07:00:00,09,03,2016
31914,Montrose Beach,20.8,5.74,0.299,5.0,10.5,07:00:00,09,03,2016
31915,Ohio Street Beach,21.1,3.45,0.18100000000000002,5.0,11.4,07:00:00,09,03,2016
31916,Calumet Beach,20.6,8.07,0.303,5.0,10.8,08:00:00,09,03,2016
31917,Montrose Beach,20.9,7.56,0.297,4.0,10.5,08:00:00,09,03,2016
31918,Ohio Street Beach,21.1,3.32,0.18100000000000002,4.0,11.4,08:00:00,09,03,2016
31919,Ohio Street Beach,16.7,1.23,0.187,3.0,10.6,05:00:00,06,11,2017
31920,Ohio Street Beach,16.6,1.03,0.187,3.0,10.5,06:00:00,06,11,2017
31921,Ohio Street Beach,16.6,1.13,0.187,3.0,10.5,07:00:00,06,11,2017
31922,Ohio Street Beach,16.9,1.17,0.187,3.0,10.5,08:00:00,06,11,2017
31923,Ohio Street Beach,17.0,1.1,0.187,3.0,10.5,09:00:00,06,11,2017
31924,Ohio Street Beach,17.5,1.09,0.187,3.0,10.5,10:00:00,06,11,2017
31925,Ohio Street Beach,18.0,1.38,0.187,3.0,10.5,11:00:00,06,11,2017
31926,Ohio Street Beach,18.0,1.43,0.187,3.0,10.5,12:00:00,06,11,2017
31927,Ohio Street Beach,17.8,1.41,0.187,3.0,10.5,01:00:00,06,11,2017
31928,Ohio Street Beach,17.7,1.46,0.187,3.0,10.5,02:00:00,06,11,2017
31929,Ohio Street Beach,18.2,1.77,0.187,3.0,10.5,03:00:00,06,11,2017
31930,Ohio Street Beach,18.1,2.48,0.187,3.0,10.5,04:00:00,06,11,2017
31931,Ohio Street Beach,18.0,1.97,0.187,3.0,10.5,05:00:00,06,11,2017
31932,Ohio Street Beach,18.0,2.88,0.187,3.0,10.5,06:00:00,06,11,2017
31933,Ohio Street Beach,17.7,1.72,0.187,3.0,10.5,07:00:00,06,11,2017
31934,Ohio Street Beach,17.6,1.87,0.187,3.0,10.5,08:00:00,06,11,2017
31935,Ohio Street Beach,17.6,1.63,0.187,3.0,10.5,09:00:00,06,11,2017
31936,Ohio Street Beach,17.5,1.42,0.187,3.0,10.5,10:00:00,06,11,2017
31937,Ohio Street Beach,17.5,1.26,0.187,3.0,10.5,11:00:00,06,11,2017
31938,Ohio Street Beach,17.6,1.03,0.187,3.0,10.5,12:00:00,06,12,2017
31939,Ohio Street Beach,17.5,1.23,0.187,3.0,10.5,01:00:00,06,12,2017
31940,Ohio Street Beach,18.7,1.24,0.131,3.0,9.7,09:00:00,09,22,2016
31941,Calumet Beach,20.8,7.2,0.309,3.0,10.8,09:00:00,09,03,2016
31942,Montrose Beach,21.0,7.85,0.285,4.0,10.5,09:00:00,09,03,2016
31943,Ohio Street Beach,21.2,3.47,0.174,4.0,11.4,09:00:00,09,03,2016
31944,Calumet Beach,21.1,5.74,0.272,3.0,10.8,10:00:00,09,03,2016
31945,Montrose Beach,21.1,4.69,0.27399999999999997,4.0,10.5,10:00:00,09,03,2016
31946,Ohio Street Beach,21.4,3.23,0.192,4.0,11.4,10:00:00,09,03,2016
31947,Calumet Beach,21.3,5.7,0.297,3.0,10.7,11:00:00,09,03,2016
31948,Montrose Beach,21.4,3.99,0.242,4.0,10.5,11:00:00,09,03,2016
31949,Ohio Street Beach,21.9,3.25,0.183,4.0,11.4,11:00:00,09,03,2016
31950,Calumet Beach,21.7,4.77,0.261,3.0,10.3,12:00:00,09,03,2016
31951,Montrose Beach,21.6,3.63,0.256,4.0,10.5,12:00:00,09,03,2016
31952,Ohio Street Beach,22.2,3.16,0.193,4.0,11.4,12:00:00,09,03,2016
31953,Calumet Beach,22.0,4.68,0.267,4.0,10.7,01:00:00,09,03,2016
31954,Montrose Beach,21.9,3.82,0.262,4.0,10.5,01:00:00,09,03,2016
31955,Ohio Street Beach,22.4,3.18,0.184,4.0,11.4,01:00:00,09,03,2016
31956,Calumet Beach,22.2,5.14,0.287,2.0,10.7,02:00:00,09,03,2016
31957,Montrose Beach,22.4,4.22,0.223,3.0,10.5,02:00:00,09,03,2016
31958,Ohio Street Beach,22.7,3.12,0.17800000000000002,4.0,11.4,02:00:00,09,03,2016
31959,Calumet Beach,22.4,5.68,0.3,3.0,10.8,03:00:00,09,03,2016
31960,Montrose Beach,22.8,5.83,0.253,3.0,10.5,03:00:00,09,03,2016
31961,Ohio Street Beach,23.2,3.12,0.17800000000000002,4.0,11.4,03:00:00,09,03,2016
31962,Calumet Beach,22.5,5.26,0.312,3.0,10.7,04:00:00,09,03,2016
31963,Montrose Beach,23.4,6.45,0.257,3.0,10.4,04:00:00,09,03,2016
31964,Ohio Street Beach,23.0,3.19,0.175,4.0,11.4,04:00:00,09,03,2016
31965,Calumet Beach,21.6,5.54,0.33399999999999996,3.0,10.7,06:00:00,09,04,2016
31966,Montrose Beach,20.6,4.33,0.214,3.0,10.5,06:00:00,09,04,2016
31967,Ohio Street Beach,21.0,3.77,0.174,3.0,11.3,06:00:00,09,04,2016
31968,Calumet Beach,22.8,4.26,0.221,2.0,10.7,06:00:00,09,04,2016
31969,Montrose Beach,21.4,0.0,0.221,3.0,10.5,06:00:00,09,04,2016
31970,Ohio Street Beach,22.0,3.15,0.16899999999999998,3.0,11.3,06:00:00,09,04,2016
31971,Calumet Beach,22.6,3.28,0.20199999999999999,3.0,10.7,09:00:00,09,04,2016
31972,Montrose Beach,21.5,0.0,0.157,3.0,10.5,09:00:00,09,04,2016
31973,Ohio Street Beach,21.8,3.14,0.109,3.0,11.3,09:00:00,09,04,2016
31974,Calumet Beach,22.2,3.76,0.281,2.0,10.7,12:00:00,09,05,2016
31975,Montrose Beach,21.0,0.0,0.155,3.0,10.4,12:00:00,09,05,2016
31976,Calumet Beach,22.6,5.3,0.314,3.0,10.8,06:00:00,09,03,2016
31977,Montrose Beach,22.4,5.0,0.267,3.0,10.5,06:00:00,09,03,2016
31978,Ohio Street Beach,22.5,3.19,0.18899999999999997,3.0,11.4,06:00:00,09,03,2016
31979,Calumet Beach,22.8,4.31,0.18600000000000003,3.0,10.7,08:00:00,09,04,2016
31980,Montrose Beach,22.0,0.14,0.171,3.0,10.5,08:00:00,09,04,2016
31981,Ohio Street Beach,21.9,3.18,0.124,3.0,11.3,08:00:00,09,04,2016
31982,Ohio Street Beach,17.5,1.13,0.187,3.0,10.5,02:00:00,06,12,2017
31983,Ohio Street Beach,17.3,1.94,0.187,3.0,13.0,02:00:00,05,18,2017
31984,Ohio Street Beach,17.7,1.97,0.187,3.0,13.0,03:00:00,05,18,2017
31985,Ohio Street Beach,19.2,1.99,0.187,3.0,13.0,04:00:00,05,18,2017
31986,Ohio Street Beach,19.0,2.29,0.187,3.0,12.9,05:00:00,05,18,2017
31987,Ohio Street Beach,18.5,2.1,0.187,3.0,12.9,06:00:00,05,18,2017
31988,Ohio Street Beach,18.3,2.1,0.187,3.0,12.9,07:00:00,05,18,2017
31989,Ohio Street Beach,18.2,2.49,0.187,3.0,12.8,08:00:00,05,18,2017
31990,Ohio Street Beach,18.1,4.54,0.187,3.0,12.8,09:00:00,05,18,2017
31991,Ohio Street Beach,17.4,5.58,0.187,3.0,12.8,10:00:00,05,18,2017
31992,Ohio Street Beach,16.8,7.83,0.187,3.0,12.7,11:00:00,05,18,2017
31993,Ohio Street Beach,16.7,6.64,0.187,3.0,12.7,12:00:00,05,19,2017
31994,Ohio Street Beach,16.4,8.06,0.187,3.0,12.7,01:00:00,05,19,2017
31995,Ohio Street Beach,15.5,9.38,0.187,3.0,12.7,02:00:00,05,19,2017
31996,Ohio Street Beach,15.2,9.33,0.187,3.0,12.6,03:00:00,05,19,2017
31997,Ohio Street Beach,13.7,11.54,0.187,3.0,12.6,04:00:00,05,19,2017
31998,Ohio Street Beach,13.4,13.7,0.187,3.0,12.6,05:00:00,05,19,2017
31999,Ohio Street Beach,13.4,14.18,0.187,3.0,12.6,06:00:00,05,19,2017
32000,Ohio Street Beach,13.3,14.05,0.187,3.0,12.6,07:00:00,05,19,2017
32001,Ohio Street Beach,13.3,15.06,0.187,3.0,12.5,08:00:00,05,19,2017
32002,Ohio Street Beach,13.2,16.37,0.187,3.0,12.5,09:00:00,05,19,2017
32003,Ohio Street Beach,13.2,13.2,0.187,3.0,12.5,10:00:00,05,19,2017
32004,Ohio Street Beach,13.5,17.14,0.187,3.0,12.5,11:00:00,05,19,2017
32005,Ohio Street Beach,13.5,13.16,0.187,3.0,12.5,12:00:00,05,19,2017
32006,Ohio Street Beach,13.5,13.06,0.187,3.0,12.5,01:00:00,05,19,2017
32007,Ohio Street Beach,13.6,15.32,0.187,3.0,12.4,02:00:00,05,19,2017
32008,Ohio Street Beach,13.5,15.51,0.187,3.0,12.4,03:00:00,05,19,2017
32009,Calumet Beach,22.4,4.89,0.311,3.0,10.8,07:00:00,09,03,2016
32010,Montrose Beach,21.9,3.46,0.251,3.0,10.5,07:00:00,09,03,2016
32011,Ohio Street Beach,22.3,3.2,0.17,4.0,11.4,07:00:00,09,03,2016
32012,Calumet Beach,22.4,4.23,0.292,3.0,10.8,08:00:00,09,03,2016
32013,Montrose Beach,21.8,3.84,0.247,3.0,10.5,08:00:00,09,03,2016
32014,Ohio Street Beach,22.2,3.1,0.16399999999999998,3.0,11.4,08:00:00,09,03,2016
32015,Calumet Beach,22.3,8.23,0.306,3.0,10.8,09:00:00,09,03,2016
32016,Montrose Beach,21.6,3.59,0.263,3.0,10.5,09:00:00,09,03,2016
32017,Ohio Street Beach,22.0,3.67,0.157,3.0,11.4,09:00:00,09,03,2016
32018,Calumet Beach,22.4,9.04,0.34700000000000003,3.0,10.7,10:00:00,09,03,2016
32019,Montrose Beach,21.6,5.52,0.257,3.0,10.5,10:00:00,09,03,2016
32020,Ohio Street Beach,21.9,3.78,0.174,3.0,11.4,10:00:00,09,03,2016
32021,Montrose Beach,21.6,6.15,0.258,3.0,10.5,11:00:00,09,03,2016
32022,Ohio Street Beach,21.8,3.48,0.19,3.0,11.4,11:00:00,09,03,2016
32023,Montrose Beach,21.5,3.36,0.263,3.0,10.5,12:00:00,09,04,2016
32024,Ohio Street Beach,21.7,3.43,0.18600000000000003,3.0,11.3,12:00:00,09,04,2016
32025,Calumet Beach,22.3,7.8,0.376,3.0,10.7,11:00:00,09,03,2016
32026,Calumet Beach,22.0,5.46,0.282,3.0,10.7,02:00:00,09,04,2016
32027,Montrose Beach,21.2,4.52,0.292,3.0,10.5,02:00:00,09,04,2016
32028,Ohio Street Beach,21.3,3.19,0.17300000000000001,4.0,11.3,02:00:00,09,04,2016
32029,Calumet Beach,21.9,5.11,0.304,3.0,10.7,03:00:00,09,04,2016
32030,Montrose Beach,21.1,4.84,0.26,3.0,10.5,03:00:00,09,04,2016
32031,Ohio Street Beach,21.2,3.25,0.155,4.0,11.3,03:00:00,09,04,2016
32032,Calumet Beach,21.8,5.21,0.322,3.0,10.7,04:00:00,09,04,2016
32033,Montrose Beach,20.9,5.75,0.24600000000000002,3.0,10.5,04:00:00,09,04,2016
32034,Ohio Street Beach,21.2,3.69,0.147,3.0,11.3,04:00:00,09,04,2016
32035,Calumet Beach,21.7,5.07,0.322,3.0,10.7,05:00:00,09,04,2016
32036,Montrose Beach,20.8,6.14,0.22699999999999998,3.0,10.5,05:00:00,09,04,2016
32037,Ohio Street Beach,21.1,3.61,0.155,3.0,11.3,05:00:00,09,04,2016
32038,Calumet Beach,21.5,5.18,0.32,3.0,10.7,08:00:00,09,04,2016
32039,Montrose Beach,20.5,5.1,0.213,3.0,10.4,08:00:00,09,04,2016
32040,Ohio Street Beach,21.0,3.46,0.16,3.0,11.3,08:00:00,09,04,2016
32041,Calumet Beach,21.7,4.08,0.299,3.0,10.7,09:00:00,09,04,2016
32042,Montrose Beach,20.7,6.56,0.19399999999999998,4.0,10.4,09:00:00,09,04,2016
32043,Calumet Beach,22.9,4.33,0.28,3.0,10.7,02:00:00,09,04,2016
32044,Calumet Beach,22.0,4.0,0.278,3.0,10.7,10:00:00,09,04,2016
32045,Montrose Beach,20.9,5.91,0.18899999999999997,3.0,10.5,10:00:00,09,04,2016
32046,Ohio Street Beach,21.1,3.4,0.14800000000000002,3.0,11.3,09:00:00,09,04,2016
32047,Calumet Beach,22.2,3.77,0.268,3.0,10.7,11:00:00,09,04,2016
32048,Montrose Beach,21.1,4.31,0.192,4.0,10.5,11:00:00,09,04,2016
32049,Ohio Street Beach,21.7,3.46,0.165,3.0,11.3,11:00:00,09,04,2016
32050,Calumet Beach,22.4,3.93,0.261,3.0,10.7,12:00:00,09,04,2016
32051,Montrose Beach,21.2,1.46,0.177,4.0,10.5,12:00:00,09,04,2016
32052,Ohio Street Beach,22.3,3.36,0.192,3.0,11.3,12:00:00,09,04,2016
32053,Calumet Beach,22.6,4.41,0.26899999999999996,3.0,10.7,01:00:00,09,04,2016
32054,Montrose Beach,21.3,0.34,0.18,4.0,10.5,01:00:00,09,04,2016
32055,Ohio Street Beach,22.4,7.53,0.203,3.0,11.3,01:00:00,09,04,2016
32056,Calumet Beach,23.2,0.98,0.111,2.0,10.7,02:00:00,09,06,2016
32057,Montrose Beach,23.0,0.0,0.098,7.0,10.4,02:00:00,09,06,2016
32058,Ohio Street Beach,23.2,2.42,0.12,2.0,11.2,02:00:00,09,06,2016
32059,Ohio Street Beach,13.3,15.68,0.187,3.0,12.4,04:00:00,05,19,2017
32060,Ohio Street Beach,21.6,1.36,0.187,3.0,10.8,11:00:00,07,09,2017
32061,Ohio Street Beach,22.6,1.97,0.187,3.0,10.2,04:00:00,07,18,2017
32062,Ohio Street Beach,23.9,2.52,0.187,3.0,11.8,04:00:00,07,25,2017
32063,Ohio Street Beach,23.3,2.63,0.187,3.0,11.4,02:00:00,07,31,2017
32064,Ohio Street Beach,23.3,2.37,0.187,3.0,11.4,03:00:00,07,31,2017
32065,Ohio Street Beach,23.2,2.52,0.187,3.0,11.4,04:00:00,07,31,2017
32066,Ohio Street Beach,23.2,2.41,0.187,3.0,11.4,05:00:00,07,31,2017
32067,Montrose Beach,21.4,0.35,0.179,3.0,10.5,02:00:00,09,04,2016
32068,Ohio Street Beach,22.0,3.18,0.19699999999999998,3.0,11.3,02:00:00,09,04,2016
32069,Calumet Beach,22.9,4.36,0.26,2.0,10.7,03:00:00,09,04,2016
32070,Montrose Beach,21.5,0.25,0.19399999999999998,3.0,10.5,03:00:00,09,04,2016
32071,Ohio Street Beach,22.1,3.38,0.182,3.0,11.3,03:00:00,09,04,2016
32072,Calumet Beach,22.8,4.15,0.264,3.0,10.7,04:00:00,09,04,2016
32073,Montrose Beach,21.5,0.1,0.192,3.0,10.5,04:00:00,09,04,2016
32074,Ohio Street Beach,22.2,4.06,0.156,3.0,11.3,04:00:00,09,04,2016
32075,Calumet Beach,23.0,4.35,0.252,4.0,10.7,05:00:00,09,04,2016
32076,Montrose Beach,21.5,0.0,0.18600000000000003,3.0,10.5,05:00:00,09,04,2016
32077,Ohio Street Beach,22.2,3.08,0.17600000000000002,3.0,11.3,05:00:00,09,04,2016
32078,Calumet Beach,22.8,3.71,0.222,3.0,10.7,07:00:00,09,04,2016
32079,Montrose Beach,21.3,0.0,0.182,6.0,10.5,07:00:00,09,04,2016
32080,Ohio Street Beach,21.9,3.07,0.17600000000000002,3.0,11.3,07:00:00,09,04,2016
32081,Ohio Street Beach,13.3,16.72,0.187,3.0,12.4,05:00:00,05,19,2017
32082,Ohio Street Beach,17.5,1.13,0.187,3.0,10.5,03:00:00,06,12,2017
32083,Ohio Street Beach,13.3,18.93,0.187,3.0,12.4,06:00:00,05,19,2017
32084,Calumet Beach,22.4,3.51,0.196,4.0,10.7,10:00:00,09,04,2016
32085,Montrose Beach,21.2,0.0,0.198,3.0,10.4,10:00:00,09,04,2016
32086,Ohio Street Beach,21.8,3.01,0.134,3.0,11.3,10:00:00,09,04,2016
32087,Calumet Beach,21.7,3.1,0.23199999999999998,2.0,10.7,09:00:00,09,05,2016
32088,Montrose Beach,20.8,0.0,0.121,4.0,10.4,09:00:00,09,05,2016
32089,Ohio Street Beach,21.4,2.5,0.142,3.0,11.2,09:00:00,09,05,2016
32090,Calumet Beach,22.9,2.62,0.2,3.0,10.7,04:00:00,09,05,2016
32091,Montrose Beach,22.1,0.0,0.16399999999999998,2.0,10.4,04:00:00,09,05,2016
32092,Ohio Street Beach,22.1,2.78,0.146,3.0,11.2,04:00:00,09,05,2016
32093,Calumet Beach,23.1,3.28,0.23199999999999998,3.0,10.7,05:00:00,09,05,2016
32094,Montrose Beach,22.0,0.0,0.156,3.0,10.4,05:00:00,09,05,2016
32095,Ohio Street Beach,22.2,2.91,0.15,3.0,11.2,05:00:00,09,05,2016
32096,Calumet Beach,22.4,1.18,0.105,5.0,10.7,08:00:00,09,07,2016
32097,Montrose Beach,22.3,0.0,0.163,4.0,10.3,08:00:00,09,07,2016
32098,Ohio Street Beach,22.6,2.69,0.085,4.0,11.1,08:00:00,09,07,2016
32099,Ohio Street Beach,13.3,18.17,0.187,3.0,12.4,07:00:00,05,19,2017
32100,Ohio Street Beach,13.2,14.1,0.187,3.0,12.3,08:00:00,05,19,2017
32101,Ohio Street Beach,13.2,13.54,0.187,3.0,12.3,09:00:00,05,19,2017
32102,Ohio Street Beach,21.7,2.99,0.145,2.0,11.3,12:00:00,09,05,2016
32103,Calumet Beach,23.2,3.18,0.204,2.0,10.7,08:00:00,09,05,2016
32104,Montrose Beach,22.1,0.0,0.133,3.0,10.4,08:00:00,09,05,2016
32105,Ohio Street Beach,22.2,2.63,0.135,3.0,11.2,08:00:00,09,05,2016
32106,Calumet Beach,22.4,0.97,0.096,3.0,10.7,03:00:00,09,07,2016
32107,Montrose Beach,22.5,0.0,0.08900000000000001,6.0,10.4,03:00:00,09,07,2016
32108,Ohio Street Beach,22.5,2.03,0.077,3.0,11.2,03:00:00,09,07,2016
32109,Calumet Beach,21.9,2.75,0.263,3.0,10.7,02:00:00,09,05,2016
32110,Montrose Beach,20.9,0.0,0.156,3.0,10.4,02:00:00,09,05,2016
32111,Ohio Street Beach,21.5,2.93,0.14800000000000002,3.0,11.3,02:00:00,09,05,2016
32112,Calumet Beach,21.8,3.2,0.248,3.0,10.7,03:00:00,09,05,2016
32113,Montrose Beach,20.8,0.0,0.155,3.0,10.4,03:00:00,09,05,2016
32114,Ohio Street Beach,21.4,2.8,0.15,3.0,11.3,03:00:00,09,05,2016
32115,Calumet Beach,21.7,2.84,0.252,2.0,10.7,05:00:00,09,05,2016
32116,Montrose Beach,20.8,0.0,0.146,3.0,10.4,05:00:00,09,05,2016
32117,Ohio Street Beach,21.3,2.66,0.13699999999999998,3.0,11.3,05:00:00,09,05,2016
32118,Calumet Beach,21.7,3.64,0.249,2.0,10.7,06:00:00,09,05,2016
32119,Montrose Beach,20.7,0.0,0.136,3.0,10.4,06:00:00,09,05,2016
32120,Ohio Street Beach,21.3,2.66,0.153,3.0,11.3,06:00:00,09,05,2016
32121,Calumet Beach,21.6,3.12,0.23199999999999998,2.0,10.7,07:00:00,09,05,2016
32122,Montrose Beach,20.6,0.0,0.12300000000000001,3.0,10.4,07:00:00,09,05,2016
32123,Ohio Street Beach,21.2,2.57,0.133,3.0,11.3,07:00:00,09,05,2016
32124,Calumet Beach,21.6,2.47,0.263,2.0,10.7,08:00:00,09,05,2016
32125,Montrose Beach,20.6,0.0,0.126,4.0,10.4,08:00:00,09,05,2016
32126,Ohio Street Beach,21.3,2.63,0.158,3.0,11.2,08:00:00,09,05,2016
32127,Calumet Beach,22.0,2.56,0.21100000000000002,6.0,10.7,10:00:00,09,05,2016
32128,Montrose Beach,20.8,0.0,0.124,4.0,10.4,10:00:00,09,05,2016
32129,Ohio Street Beach,21.6,2.45,0.157,3.0,11.2,10:00:00,09,05,2016
32130,Calumet Beach,22.3,2.28,0.23600000000000002,2.0,10.7,11:00:00,09,05,2016
32131,Montrose Beach,21.3,0.0,0.155,2.0,10.4,11:00:00,09,05,2016
32132,Ohio Street Beach,21.9,2.53,0.161,3.0,11.2,11:00:00,09,05,2016
32133,Calumet Beach,22.6,2.18,0.23199999999999998,5.0,10.7,01:00:00,09,05,2016
32134,Montrose Beach,22.0,0.0,0.141,3.0,10.4,01:00:00,09,05,2016
32135,Ohio Street Beach,22.1,2.71,0.183,3.0,11.2,01:00:00,09,05,2016
32136,Calumet Beach,23.0,2.44,0.231,4.0,10.7,02:00:00,09,05,2016
32137,Montrose Beach,22.0,0.0,0.141,3.0,10.4,02:00:00,09,05,2016
32138,Ohio Street Beach,22.3,2.88,0.172,3.0,11.2,02:00:00,09,05,2016
32139,Calumet Beach,23.1,2.59,0.24600000000000002,4.0,10.7,03:00:00,09,05,2016
32140,Montrose Beach,22.1,0.0,0.158,3.0,10.4,03:00:00,09,05,2016
32141,Ohio Street Beach,22.3,2.88,0.149,3.0,11.2,03:00:00,09,05,2016
32142,Calumet Beach,22.8,2.47,0.20600000000000002,3.0,10.7,06:00:00,09,05,2016
32143,Montrose Beach,22.1,0.01,0.19899999999999998,4.0,10.4,06:00:00,09,05,2016
32144,Ohio Street Beach,22.2,23.09,0.155,2.0,11.2,06:00:00,09,05,2016
32145,Calumet Beach,22.7,2.31,0.20800000000000002,4.0,10.7,07:00:00,09,05,2016
32146,Montrose Beach,22.0,0.01,0.159,3.0,10.4,07:00:00,09,05,2016
32147,Ohio Street Beach,22.2,2.49,0.16,2.0,11.2,07:00:00,09,05,2016
32148,Ohio Street Beach,13.3,12.41,0.187,3.0,12.3,10:00:00,05,19,2017
32149,Ohio Street Beach,13.2,13.58,0.187,3.0,12.3,11:00:00,05,19,2017
32150,Ohio Street Beach,13.3,11.67,0.187,3.0,12.3,01:00:00,05,20,2017
32151,Ohio Street Beach,13.3,10.18,0.187,3.0,12.3,02:00:00,05,20,2017
