name,college_country,g,gs,mp,fg,fga,fg%,2p,2pa,2p%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,sos,position,height,handedness,per,vorp
Lonzo Ball,California-Los Angeles,36,36,35.10,5.30,9.50,0.551,3.00,4.10,0.732,2.20,5.40,0.412,1.80,2.70,0.673,0.90,5.10,6.00,7.60,1.80,0.80,2.50,1.80,14.60,6.39,guard,"""6-6""",right,12.50,3.30
Jayson Tatum,Duke,29,27,33.30,5.70,12.60,0.452,4.30,8.60,0.504,1.40,4.00,0.342,4.10,4.80,0.849,1.30,6.00,7.30,2.10,1.30,1.10,2.60,3.00,16.80,10.91,forward,"""6-8""",right,16.80,6.50
Josh Jackson,Kansas,35,35,30.80,6.30,12.30,0.513,5.30,9.70,0.549,1.00,2.60,0.378,2.80,4.90,0.566,2.30,5.10,7.40,3.00,1.70,1.10,2.80,3.00,16.30,12.23,forward,"""6-8""",right,11.50,-2.20
De'Aaron Fox,Kentucky,36,34,29.60,5.90,12.40,0.479,5.50,10.50,0.521,0.50,1.90,0.246,4.30,5.90,0.736,0.60,3.40,4.00,4.60,1.50,0.20,2.40,2.50,16.70,10.49,guard,"""6-3""",left,16.50,2.70
Jonathan Isaac,Florida State,32,32,26.20,4.10,8.00,0.508,3.10,5.20,0.593,1.00,2.80,0.348,2.90,3.70,0.780,1.80,6.10,7.80,1.20,1.20,1.50,1.50,2.20,12.00,8.87,forward,"""6-11""",right,13.70,2.00
Lauri Markkanen,Arizona,37,37,30.80,5.00,10.20,0.492,3.10,5.80,0.545,1.90,4.40,0.423,3.70,4.40,0.835,2.40,4.80,7.20,0.90,0.40,0.50,1.10,2.00,15.60,7.63,forward,"""7-0""",right,15.70,2.20
Dennis Smith Jr.,North Carolina State,32,32,34.80,6.00,13.10,0.455,4.30,8.30,0.509,1.70,4.80,0.359,4.50,6.30,0.715,0.80,3.80,4.60,6.20,1.90,0.40,3.40,2.10,18.10,8.09,guard,"""6-2""",right,11.90,-0.70
Zach Collins,Gonzaga,39,0,17.30,3.50,5.30,0.652,3.20,4.80,0.672,0.30,0.50,0.476,2.80,3.80,0.743,1.70,4.20,5.90,0.40,0.50,1.80,1.50,2.70,10.00,4.13,forward,"""6-11""",right,10.80,-0.40
Malik Monk,Kentucky,38,37,32.10,6.60,14.70,0.450,3.90,7.80,0.497,2.70,6.90,0.397,3.90,4.70,0.822,0.30,2.20,2.50,2.30,0.90,0.50,2.00,1.90,19.80,10.49,guard,"""6-3""",right,11.70,-0.70
Luke Kennard,Duke,73,47,31.20,5.20,11.20,0.461,3.20,6.10,0.526,2.00,5.10,0.383,3.40,3.90,0.867,1.10,3.30,4.30,2.00,0.90,0.30,1.20,2.10,15.70,10.75,guard,"""6-5""",left,12.60,1.20
Donovan Mitchell,Louisville,65,38,26.00,4.10,9.80,0.418,2.60,5.20,0.497,1.50,4.60,0.329,2.00,2.50,0.788,1.10,3.00,4.10,2.20,1.50,0.30,1.30,2.60,11.70,9.44,guard,"""6-1""",right,17.50,6.70
Bam Adebayo,Kentucky,38,38,30.10,4.50,7.50,0.599,4.50,7.50,0.599,0.00,0.00,0.000,4.10,6.20,0.653,3.10,4.90,8.00,0.80,0.70,1.50,1.70,2.60,13.00,10.49,forward,"""6-9""",right,18.40,5.70
Justin Jackson,North Carolina,118,114,29.10,5.20,11.40,0.459,3.80,7.20,0.529,1.40,4.20,0.339,1.90,2.70,0.713,1.50,2.50,4.10,2.70,0.60,0.40,1.40,1.50,13.80,11.40,forward,"""6-7""",right,10.10,-0.80
Justin Patton,Creighton,35,34,25.30,5.70,8.50,0.676,5.50,8.00,0.683,0.20,0.40,0.533,1.30,2.50,0.517,1.70,4.50,6.20,1.20,0.90,1.40,1.70,2.70,12.90,8.95,center,"""6-11""",right,8.40,0.00
D.J. Wilson,Michigan,69,36,19.40,2.80,5.30,0.525,2.10,3.30,0.619,0.70,2.00,0.363,0.80,1.00,0.800,0.90,2.40,3.30,0.80,0.40,1.00,0.80,1.40,7.10,9.23,forward,"""6-10""",right,9.70,-0.20
TJ Leaf,California-Los Angeles,35,35,29.90,6.70,10.90,0.617,5.90,9.20,0.644,0.80,1.70,0.466,2.10,3.00,0.679,2.20,6.00,8.20,2.40,0.60,1.10,1.50,2.50,16.30,6.39,forward,"""6-10""",right,13.80,0.10
John Collins,Wake Forest,64,34,20.70,4.90,8.20,0.601,4.90,8.20,0.602,0.00,0.00,0.000,3.60,4.90,0.729,2.80,4.20,7.00,0.40,0.50,1.20,1.40,2.80,13.40,10.16,forward,"""6-9""",right,21.00,3.90
Harry Giles III,Duke,26,6,11.50,1.70,3.00,0.577,1.70,3.00,0.577,0.00,0.00,0.000,0.50,0.90,0.500,1.60,2.30,3.80,0.30,0.30,0.70,0.70,2.20,3.90,10.91,forward,"""6-11""",right,15.30,-0.10
Jarrett Allen,Texas,33,33,32.20,5.40,9.60,0.566,5.40,9.40,0.579,0.00,0.20,0.000,2.50,4.50,0.564,3.00,5.40,8.40,0.80,0.60,1.50,2.50,2.10,13.40,12.75,center,"""6-11""",right,19.00,4.40
OG Anunoby,Indiana,50,10,17.40,2.70,4.80,0.563,2.10,3.30,0.652,0.50,1.50,0.365,0.90,1.80,0.522,1.40,2.10,3.50,0.80,1.00,0.90,1.10,1.70,6.80,7.53,forward,"""6-7""",right,11.30,2.10
Tyler Lydon,Syracuse,71,34,33.10,3.90,8.20,0.476,2.50,4.80,0.531,1.40,3.50,0.400,2.40,2.90,0.809,2.00,5.40,7.40,1.60,1.10,1.60,1.50,2.60,11.60,9.11,forward,"""6-10""",right,9.10,-0.10
Caleb Swanigan,Purdue,69,69,29.20,5.10,10.20,0.501,4.20,7.90,0.537,0.90,2.30,0.376,3.30,4.40,0.760,2.20,8.20,10.40,2.40,0.40,0.50,3.00,2.50,14.40,8.12,forward,"""6-9""",right,6.80,-0.70
Kyle Kuzma,Utah,96,64,21.00,3.90,7.70,0.506,3.30,5.90,0.567,0.50,1.80,0.302,1.80,2.80,0.633,1.60,3.90,5.50,1.50,0.30,0.40,1.60,1.60,10.10,6.84,forward,"""6-8""",right,13.60,0.90
Tony Bradley,North Carolina,38,0,14.60,2.70,4.70,0.573,2.70,4.70,0.573,0.00,0.00,0.000,1.70,2.80,0.619,2.60,2.60,5.10,0.60,0.30,0.60,0.70,1.80,7.10,11.76,center,"""6-10""",right,21.10,0.50
Derrick White,Colorado,34,32,32.80,6.00,11.90,0.507,4.40,7.60,0.569,1.70,4.20,0.396,4.40,5.40,0.813,1.00,3.10,4.10,4.40,1.20,1.40,2.40,2.10,18.10,6.00,guard,"""6-4""",right,15.60,2.80
Josh Hart,Villanova,146,77,28.00,4.60,9.10,0.511,3.20,5.40,0.592,1.40,3.60,0.389,2.50,3.40,0.720,1.70,3.80,5.60,1.80,1.10,0.30,1.30,2.20,13.20,8.51,guard,"""6-5""",right,11.10,1.60
Frank Jackson,Duke,36,16,24.90,3.70,7.80,0.473,2.30,4.20,0.539,1.40,3.60,0.395,2.10,2.80,0.755,0.60,1.90,2.50,1.70,0.60,0.10,1.40,2.40,10.90,10.91,guard,"""6-3""",right,9.30,-1.50
Davon Reed,Miami (FL),131,99,28.10,3.30,7.80,0.430,1.80,3.90,0.466,1.50,3.90,0.395,2.00,2.60,0.779,0.70,3.00,3.60,1.60,0.90,0.40,1.40,1.90,10.30,8.24,guard,"""6-5""",right,5.30,-0.30
Wes Iwundu,Kansas State,132,123,28.20,3.20,6.90,0.463,2.80,5.80,0.488,0.40,1.10,0.338,2.60,3.80,0.688,1.20,3.50,4.70,2.80,0.90,0.40,2.10,2.10,9.50,9.51,forward,"""6-6""",right,8.90,-1.10
Frank Mason,Kansas,145,113,30.00,4.20,9.20,0.454,2.90,6.20,0.471,1.30,3.00,0.420,3.30,4.40,0.761,0.50,2.90,3.40,4.00,1.10,0.10,1.90,2.00,13.00,11.74,guard,"""5-11""",right,13.10,-0.10
Ivan Rabb,California,65,64,30.60,4.80,8.80,0.544,4.70,8.50,0.549,0.10,0.30,0.409,3.50,5.20,0.666,2.90,6.60,9.40,1.20,0.60,1.10,1.80,3.10,13.20,7.10,forward,"""6-10""",right,16.30,0.10
Semi Ojeleye,Southern Methodist,58,35,23.10,3.80,8.00,0.479,2.40,4.60,0.526,1.40,3.40,0.415,3.20,4.10,0.785,1.60,3.10,4.60,1.00,0.40,0.30,0.90,1.40,12.30,7.60,forward,"""6-6""",right,6.60,-1.00
Jordan Bell,Oregon,105,62,24.70,3.30,5.40,0.610,3.30,5.20,0.622,0.00,0.20,0.000,1.20,1.80,0.630,2.10,4.70,6.80,1.50,1.10,2.20,1.50,2.30,7.80,8.23,forward,"""6-8""",right,15.30,1.20
Jawun Evans,Oklahoma State,54,52,29.10,5.70,12.70,0.448,4.70,10.20,0.458,1.00,2.50,0.407,4.20,5.10,0.818,0.60,3.20,3.80,5.80,1.50,0.10,2.70,2.40,16.60,10.51,guard,"""6-0""",right,6.70,-0.70
Dwayne Bacon,Florida State,69,67,28.80,6.10,13.50,0.449,4.80,9.30,0.510,1.30,4.10,0.312,3.10,4.20,0.733,1.20,3.80,5.00,1.60,1.00,0.10,2.10,1.90,16.50,8.52,guard,"""6-6""",right,7.90,-1.60
Tyler Dorsey,Oregon,75,74,30.00,4.60,10.00,0.455,2.50,5.10,0.493,2.10,5.00,0.416,2.90,3.90,0.732,1.10,2.80,3.90,1.80,0.80,0.10,1.70,1.80,14.10,8.51,guard,"""6-5""",right,10.50,-0.50
Thomas Bryant,Indiana,69,69,25.30,4.40,7.50,0.592,4.00,6.40,0.630,0.40,1.10,0.373,3.00,4.10,0.718,2.10,4.10,6.20,1.20,0.60,1.20,2.00,2.90,12.20,7.53,center,"""6-10""",right,20.70,2.70
Damyean Dotson,Houston,134,133,29.10,4.80,10.40,0.464,3.00,5.60,0.535,1.80,4.80,0.380,1.50,1.90,0.796,1.20,3.80,5.00,1.10,0.80,0.20,1.10,1.60,12.90,4.85,guard,"""6-5""",right,10.90,-0.20
Dillon Brooks,Oregon,109,98,28.90,5.40,11.40,0.472,4.20,8.00,0.518,1.20,3.40,0.362,2.80,3.50,0.794,1.60,2.90,4.50,2.60,0.90,0.50,2.10,2.90,14.80,8.23,guard,"""6-7""",right,10.30,-2.70
Sterling Brown,Southern Methodist,136,106,25.70,2.90,5.80,0.504,2.00,3.70,0.534,0.90,2.10,0.451,1.40,1.90,0.770,1.40,3.40,4.80,2.20,1.00,0.40,1.50,2.20,8.20,4.39,guard,"""6-5""",right,9.90,-0.10
Ike Anigbogu,California-Los Angeles,29,0,13.00,2.00,3.50,0.564,2.00,3.50,0.564,0.00,0.00,0.000,0.80,1.50,0.535,1.40,2.60,4.00,0.20,0.20,1.20,0.80,2.50,4.70,6.39,center,"""6-10""",right,17.00,0.00
Sindarius Thornwell,South Carolina,132,132,31.80,4.50,11.50,0.392,3.20,7.50,0.420,1.40,4.00,0.339,4.30,5.60,0.771,1.60,3.60,5.20,3.00,1.50,0.60,2.50,2.40,14.70,7.80,guard,"""6-5""",right,7.70,-0.30
Monte Morris,Iowa State,140,121,33.80,4.50,9.50,0.476,3.50,6.70,0.517,1.10,2.90,0.381,2.00,2.60,0.780,0.80,2.90,3.70,5.50,1.60,0.30,1.20,1.50,12.20,10.28,guard,"""6-2""",right,15.70,2.60
Edmond Sumner,Xavier,58,49,26.60,3.50,8.20,0.429,2.90,6.00,0.483,0.60,2.20,0.285,3.70,5.10,0.730,0.50,3.00,3.50,3.80,1.20,0.40,2.20,2.30,11.40,9.81,guard,"""6-4""",right,9.40,-0.30
Kadeem Allen,Arizona,68,61,27.50,3.00,6.60,0.459,2.30,4.80,0.482,0.70,1.80,0.400,2.30,3.10,0.725,0.30,3.30,3.60,3.30,1.30,0.70,2.00,2.40,9.10,7.43,guard,"""6-1""",right,13.50,0.20
Alec Peters,Valparaiso,134,134,31.70,5.90,12.10,0.487,3.70,6.90,0.539,2.20,5.20,0.416,3.60,4.20,0.846,2.00,5.50,7.40,1.50,0.80,0.30,1.90,2.10,17.50,-0.95,forward,"""6-9""",right,10.70,0.00
Nigel Williams-Goss,Gonzaga,100,100,34.20,5.70,12.40,0.464,4.80,9.40,0.506,1.00,2.90,0.331,2.90,3.60,0.806,0.70,4.40,5.10,5.00,1.30,0.10,2.60,1.90,15.40,5.14,guard,"""6-2""",right,8.10,0.00
Jabari Bird,California,114,80,26.40,3.90,8.90,0.442,2.30,4.50,0.512,1.60,4.40,0.371,1.20,1.60,0.753,0.80,2.50,3.30,1.20,0.50,0.30,1.20,1.70,10.80,6.95,guard,"""6-6""",right,12.10,0.00
Jaron Blossomgame,Clemson,128,125,30.70,4.90,10.00,0.488,4.10,7.70,0.541,0.80,2.40,0.316,3.00,4.10,0.724,1.90,4.60,6.50,1.10,0.60,0.70,1.50,1.60,13.50,7.50,forward,"""6-8""",right,10.20,-0.20
Ben Simmons,Louisiana State,33,32,34.90,6.50,11.70,0.560,6.50,11.60,0.561,0.00,0.10,0.333,6.00,9.00,0.670,3.10,8.60,11.80,4.80,2.00,0.80,3.40,2.80,19.20,7.00,guard,"""6-10""",left,20.10,11.20
Brandon Ingram,Duke,36,34,34.60,5.90,13.40,0.442,3.70,8.00,0.464,2.20,5.40,0.410,3.20,4.70,0.682,1.90,4.90,6.80,2.00,1.10,1.40,2.00,2.10,17.30,10.59,forward,"""6-7""",right,13.60,1.10
Jaylen Brown,California,34,34,27.60,4.80,11.10,0.431,3.90,8.10,0.482,0.90,3.00,0.294,4.20,6.40,0.654,1.10,4.30,5.40,2.00,0.80,0.60,3.10,3.20,14.60,7.87,forward,"""6-6""",right,13.90,1.60
Kris Dunn,Providence,95,83,31.50,4.50,9.90,0.450,3.70,7.80,0.476,0.80,2.20,0.354,3.10,4.50,0.693,1.10,4.00,5.10,5.80,2.20,0.40,3.30,2.90,12.80,8.09,guard,"""6-3""",right,11.90,0.20
Buddy Hield,Oklahoma,132,118,31.70,5.90,13.20,0.448,3.30,6.50,0.508,2.60,6.80,0.390,2.80,3.40,0.836,1.60,3.40,5.00,1.90,1.30,0.30,2.20,2.00,17.40,9.28,guard,"""6-4""",right,15.60,5.90
Jamal Murray,Kentucky,36,36,35.20,6.80,14.90,0.454,3.60,7.30,0.502,3.10,7.70,0.408,3.30,4.20,0.783,1.50,3.70,5.20,2.20,1.00,0.30,2.30,2.10,20.00,8.84,guard,"""6-4""",right,15.60,4.30
Marquese Chriss,Washington,34,34,24.90,5.30,9.90,0.530,4.60,8.20,0.568,0.60,1.80,0.350,2.60,3.80,0.682,2.50,2.90,5.40,0.80,0.90,1.60,2.00,4.10,13.70,8.12,forward,"""6-8""",right,13.40,-0.30
Jakob Poeltl,Utah,70,70,26.90,5.10,7.70,0.658,5.10,7.70,0.659,0.00,0.00,0.000,3.10,5.20,0.605,2.80,5.20,8.00,1.30,0.50,1.70,1.80,2.40,13.30,8.10,center,"""7-0""",right,17.70,3.40
Thon Maker,,0,0,0.00,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,forward,"""7-0""",right,11.90,-0.20
Domantas Sabonis,Gonzaga,74,32,26.60,5.20,8.20,0.632,5.10,8.00,0.638,0.10,0.20,0.000,3.10,4.20,0.729,2.60,6.80,9.40,1.30,0.50,0.60,2.00,3.00,13.50,4.67,forward,"""6-11""",left,17.20,4.60
Taurean Prince,Baylor,129,42,20.20,3.60,7.90,0.460,2.60,5.20,0.504,1.00,2.70,0.376,2.00,2.80,0.718,1.60,2.70,4.20,1.10,0.90,0.50,1.70,2.10,10.20,9.08,forward,"""6-7""",right,11.20,0.20
Denzel Valentine,Michigan State,144,116,29.00,4.00,9.10,0.442,2.20,4.60,0.476,1.80,4.50,0.408,1.50,2.00,0.779,1.10,4.80,5.90,4.40,0.90,0.30,2.20,2.10,11.40,9.21,guard,"""6-4""",right,10.90,0.40
Anfernee Simons,IMG Academy,0,0,0.00,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,guard,"""6-3""",right,9.20,-0.10
Wade Baldwin IV,Vanderbilt,68,54,29.60,3.40,8.00,0.431,2.20,5.10,0.436,1.20,2.90,0.422,3.50,4.40,0.800,0.40,3.60,4.10,4.80,1.30,0.20,2.30,2.50,11.60,7.45,guard,"""6-4""",right,7.10,-0.50
Henry Ellenson,Marquette,33,33,33.50,5.90,13.20,0.446,5.00,10.00,0.495,0.90,3.20,0.288,4.30,5.80,0.749,2.20,7.60,9.70,1.80,0.80,1.50,2.40,2.50,17.00,5.57,forward,"""6-10""",right,10.60,-0.30
Malik Beasley,Florida State,34,33,29.80,5.40,11.60,0.471,3.80,7.40,0.518,1.60,4.20,0.387,3.10,3.80,0.813,1.30,4.00,5.30,1.50,0.90,0.20,1.70,2.20,15.60,8.16,guard,"""6-4""",right,12.90,0.80
Caris LeVert,Michigan,103,70,26.40,3.60,8.20,0.434,2.30,4.90,0.456,1.30,3.20,0.401,2.00,2.60,0.770,0.40,3.20,3.50,2.70,0.90,0.20,1.30,1.50,10.40,9.30,forward,"""6-6""",right,14.40,2.00
DeAndre' Bembry,Saint Joseph's,101,100,36.10,5.70,12.60,0.457,4.60,8.80,0.520,1.20,3.80,0.312,3.10,4.90,0.628,1.40,5.30,6.70,3.60,1.40,0.80,2.50,2.50,15.70,4.20,guard,"""6-5""",right,9.90,-0.80
Malachi Richardson,Syracuse,37,37,34.40,4.10,11.10,0.369,2.00,5.10,0.388,2.10,6.10,0.353,3.10,4.20,0.720,0.50,3.80,4.30,2.10,1.10,0.30,2.10,2.50,13.40,9.75,guard,"""6-4""",right,6.20,-0.70
Brice Johnson,North Carolina,148,80,21.00,4.80,8.40,0.575,4.80,8.40,0.575,0.00,0.00,0.000,1.90,2.80,0.708,2.10,4.90,7.00,0.90,0.80,1.10,1.30,2.50,11.60,9.72,forward,"""6-10""",right,18.10,0.00
Pascal Siakam,New Mexico State,68,61,32.70,6.50,11.80,0.551,6.40,11.50,0.559,0.00,0.30,0.176,3.50,5.00,0.711,3.60,6.10,9.70,1.50,0.90,2.00,1.90,2.60,16.60,-3.60,forward,"""6-9""",right,16.60,6.20
Skal Labissiere,Kentucky,36,18,15.80,2.70,5.30,0.516,2.70,5.20,0.521,0.00,0.10,0.000,1.10,1.70,0.661,1.00,2.20,3.10,0.30,0.30,1.60,0.90,3.00,6.60,8.84,forward,"""6-10""",right,15.00,-0.20
Dejounte Murray,Washington,34,34,33.50,5.90,14.30,0.416,4.90,10.80,0.457,1.00,3.50,0.288,3.20,4.90,0.663,1.40,4.60,6.00,4.40,1.80,0.30,3.20,2.60,16.10,8.12,guard,"""6-4""",right,15.10,1.90
Damian Jones,Vanderbilt,99,95,27.10,5.10,9.10,0.566,5.10,9.00,0.570,0.00,0.10,0.000,3.00,5.30,0.565,2.10,4.30,6.40,0.70,0.40,1.70,2.00,3.00,13.30,7.13,center,"""6-11""",right,14.40,0.20
Deyonta Davis,Michigan State,35,16,18.60,3.40,5.70,0.598,3.40,5.70,0.598,0.00,0.00,0.000,0.70,1.10,0.605,2.10,3.40,5.50,0.70,0.30,1.80,0.90,2.30,7.50,6.94,center,"""6-11""",right,15.40,0.00
Cheick Diallo,Kansas,27,1,7.50,1.20,2.10,0.569,1.20,2.10,0.569,0.00,0.00,0.000,0.60,1.00,0.556,0.60,1.90,2.50,0.00,0.30,0.90,0.60,1.40,3.00,11.22,forward,"""6-8""",right,17.10,0.40
Tyler Ulis,Kentucky,72,35,30.10,3.60,8.40,0.427,2.40,5.10,0.462,1.20,3.30,0.371,2.90,3.40,0.846,0.50,1.90,2.40,5.30,1.20,0.10,1.50,1.70,11.30,8.76,guard,"""5-11""",right,11.30,-1.10
Malcolm Brogdon,Virginia,136,109,30.60,4.40,10.30,0.430,3.10,6.60,0.466,1.40,3.70,0.365,3.10,3.50,0.876,0.60,3.50,4.10,2.50,0.90,0.20,1.50,1.80,13.30,7.76,guard,"""6-5""",right,16.20,4.60
Chinanu Onuaku,Louisville,66,55,21.00,2.80,4.50,0.619,2.80,4.40,0.621,0.00,0.00,0.000,0.70,1.30,0.547,2.40,4.00,6.40,1.10,0.80,1.60,1.70,2.70,6.20,8.36,center,"""6-10""",right,7.70,-0.10
Patrick McCaw,Nevada-Las Vegas,65,48,31.70,4.20,9.60,0.439,2.30,4.30,0.527,1.90,5.20,0.367,1.90,2.50,0.753,0.90,3.30,4.20,3.30,2.00,0.40,1.90,1.90,12.20,3.28,guard,"""6-7""",right,7.70,-0.70
Diamond Stone,Maryland,35,22,23.10,4.80,8.40,0.568,4.80,8.40,0.568,0.00,0.00,0.000,2.90,3.80,0.761,2.20,3.20,5.40,0.40,0.50,1.60,1.50,2.30,12.50,8.31,center,"""6-11""",right,-1.20,-0.10
Stephen Zimmerman,Nevada-Las Vegas,26,24,26.20,3.90,8.20,0.477,3.70,7.60,0.492,0.20,0.70,0.294,2.40,3.90,0.624,2.20,6.60,8.70,0.80,0.50,2.00,2.10,3.00,10.50,3.17,center,"""7-0""",left,7.30,-0.20
Isaiah Whitehead,Seton Hall,56,52,30.50,5.10,13.60,0.375,3.00,7.80,0.387,2.10,5.80,0.359,3.50,4.60,0.757,0.70,3.00,3.70,4.50,1.30,1.10,3.40,2.30,15.80,7.92,guard,"""6-4""",right,7.90,-1.40
Demetrius Jackson,Notre Dame,103,88,31.50,4.00,8.60,0.467,2.70,5.20,0.523,1.30,3.40,0.381,2.30,3.00,0.782,0.90,2.30,3.10,3.30,1.10,0.20,1.70,1.90,11.70,7.79,guard,"""6-1""",right,13.00,0.10
AJ Hammons,Purdue,132,95,24.30,4.60,8.60,0.539,4.60,8.40,0.544,0.00,0.20,0.000,2.70,4.00,0.690,2.40,4.70,7.00,0.80,0.40,2.60,2.10,2.50,12.10,7.64,center,"""7-0""",right,8.40,-0.20
Jake Layman,Maryland,141,115,27.90,3.40,7.70,0.445,2.00,3.80,0.530,1.40,3.90,0.362,1.90,2.60,0.759,1.10,3.70,4.80,1.10,0.90,0.80,1.40,1.90,10.20,7.17,forward,"""6-9""",right,11.20,-0.10
Michael Gbinije,Syracuse,120,61,25.50,3.40,7.50,0.454,2.10,4.10,0.511,1.30,3.40,0.387,1.70,2.60,0.639,0.80,2.30,3.10,2.60,1.30,0.30,1.60,2.10,9.80,8.27,guard,"""6-7""",right,-2.10,-0.10
Georges Niang,Iowa State,138,126,29.80,6.20,12.30,0.500,4.80,8.70,0.553,1.40,3.60,0.375,2.50,3.20,0.763,1.20,4.00,5.20,3.10,0.70,0.50,2.30,3.10,16.10,8.83,forward,"""6-7""",right,11.40,0.50
Ben Bentil,Providence,69,56,27.90,4.70,10.20,0.455,3.80,7.50,0.503,0.90,2.70,0.324,3.60,4.80,0.761,2.50,3.80,6.30,0.90,0.60,0.70,1.60,2.70,13.80,8.98,forward,"""6-9""",right,-17.60,-0.10
Joel Bolomboy,Weber State,130,90,28.80,3.80,7.20,0.528,3.50,6.40,0.547,0.30,0.70,0.429,3.60,5.00,0.713,3.20,6.90,10.10,0.70,0.60,1.40,2.00,2.30,11.40,-4.62,forward,"""6-9""",right,16.40,0.00
Kay Felder,Oakland,101,100,35.90,5.50,12.90,0.426,4.10,8.80,0.464,1.40,4.10,0.345,5.10,6.20,0.822,0.70,3.70,4.30,7.80,1.60,0.20,3.50,2.80,17.50,0.81,guard,"""5-9""",left,9.30,-0.40
Marcus Paige,North Carolina,141,139,32.40,4.20,10.40,0.407,2.10,4.80,0.446,2.10,5.70,0.375,2.50,2.90,0.844,0.40,2.40,2.80,4.30,1.40,0.20,1.90,1.70,13.10,9.72,guard,"""6-1""",left,9.10,0.00
Daniel Hamilton,Connecticut,71,71,31.60,4.20,10.90,0.384,2.90,7.10,0.409,1.30,3.90,0.337,2.00,2.60,0.772,1.00,7.30,8.30,4.20,1.00,0.40,2.30,2.10,11.70,5.25,guard,"""6-7""",right,8.50,-0.10
Abdel Nader,Iowa State,117,82,24.30,3.70,9.50,0.391,2.60,5.90,0.443,1.10,3.60,0.305,1.80,2.50,0.731,0.90,3.40,4.30,1.10,0.80,0.60,2.30,2.50,10.30,3.83,forward,"""6-5""",right,8.90,-0.40
Isaiah Cousins,Oklahoma,137,119,27.70,3.50,8.50,0.408,2.20,5.30,0.408,1.30,3.20,0.407,1.50,2.10,0.711,0.80,3.00,3.90,2.70,1.10,0.30,1.90,2.00,9.70,9.28,guard,"""6-5""",right,0.00,0.00
Tyrone Wallace,California,129,114,31.60,4.60,11.00,0.415,3.60,7.90,0.464,0.90,3.10,0.292,2.60,4.20,0.613,1.00,4.20,5.20,3.40,1.10,0.40,2.20,2.50,12.60,7.31,guard,"""6-5""",left,8.30,-1.30
Karl-Anthony Towns,Kentucky,39,39,21.10,3.70,6.60,0.566,3.70,6.40,0.577,0.10,0.20,0.250,2.80,3.40,0.813,2.40,4.30,6.70,1.10,0.50,2.30,1.40,2.90,10.30,8.67,center,"""6-11""",right,25.10,21.10
D'Angelo Russell,Ohio State,35,34,33.90,6.60,14.70,0.449,3.90,8.10,0.479,2.70,6.60,0.411,3.40,4.50,0.756,1.00,4.70,5.70,5.00,1.60,0.30,2.90,2.10,19.30,7.37,guard,"""6-5""",left,16.40,5.50
Jahlil Okafor,Duke,38,38,30.10,7.30,11.10,0.664,7.30,11.10,0.664,0.00,0.00,0.000,2.60,5.10,0.510,3.50,4.90,8.50,1.30,0.80,1.40,2.50,2.10,17.30,9.87,center,"""6-11""",right,16.70,0.10
Willie Cauley-Stein,Kentucky,105,70,24.50,3.30,5.60,0.593,3.30,5.60,0.593,0.00,0.00,0.000,1.40,2.80,0.508,2.40,3.90,6.20,0.90,1.10,2.20,1.20,2.30,8.00,8.12,center,"""7-0""",right,17.00,4.30
Stanley Johnson,Arizona,38,37,28.40,4.60,10.30,0.446,3.40,7.20,0.478,1.10,3.10,0.371,3.50,4.70,0.742,2.00,4.50,6.50,1.70,1.50,0.40,2.20,2.60,13.80,7.41,forward,"""6-6""",right,8.70,-1.40
Frank Kaminsky,Wisconsin,144,79,20.40,3.70,7.00,0.522,3.00,5.10,0.580,0.70,1.90,0.369,2.10,2.70,0.763,1.30,3.40,4.60,1.30,0.50,1.10,0.80,1.60,10.10,9.61,center,"""7-0""",right,13.80,2.50
Justise Winslow,Duke,39,39,29.10,4.40,9.10,0.486,3.30,6.30,0.516,1.20,2.80,0.418,2.60,4.00,0.641,1.30,5.20,6.50,2.10,1.30,0.90,1.80,2.80,12.60,9.87,forward,"""6-6""",left,10.40,0.30
Myles Turner,Texas,34,7,22.20,3.40,7.60,0.455,2.90,5.70,0.513,0.50,1.80,0.274,2.80,3.30,0.839,1.30,5.20,6.50,0.60,0.30,2.60,1.40,2.40,10.10,9.07,center,"""6-11""",right,16.90,6.30
Trey Lyles,Kentucky,36,21,23.00,3.30,6.70,0.488,3.10,5.90,0.536,0.10,0.80,0.138,2.10,2.80,0.735,1.80,3.40,5.20,1.10,0.50,0.40,1.10,1.60,8.70,8.67,forward,"""6-9""",right,13.10,1.30
Devin Booker,Kentucky,38,0,21.50,3.60,7.60,0.470,2.00,3.80,0.527,1.50,3.70,0.411,1.40,1.70,0.828,0.40,1.60,2.00,1.10,0.40,0.10,1.00,1.50,10.00,8.67,guard,"""6-5""",right,17.10,5.30
Cameron Payne,Murray State,69,69,32.40,6.30,14.60,0.432,4.00,8.30,0.487,2.30,6.30,0.359,3.70,4.70,0.781,0.40,3.20,3.70,5.70,1.80,0.50,2.90,2.40,18.50,-3.19,guard,"""6-3""",left,11.70,0.00
